INDUSINDBK.csv,Reliance.csv,Bajaj_Finserv.csv,Axis.csv,Kotakbank.csv,TITAN.csv,TECHM.csv,LT.csv,MarutiSuzuki.csv,TATASTEEL.csv,Bharti_Airtel.csv,HDFC_BANK.csv,Nestle_India.csv,TCS.csv,ITC.csv,HEROMOTOCO.csv,icici.csv,ONGC.csv,HCL.csv,POWERGRID.csv,BAJAJ-AUTO.csv,HU.csv,Infosys.csv,ULTRACEMCO.csv,SBI.csv,Sun_Pharma.csv,NTPC.csv,MnM.csv,AsianPaints.csv,HDFC.csv
1146.5,2599.05,1664.6,858.2,1950.55,2582.0,1058.55,2029.55,8986.45,105.85,846.15,1618.15,19991.0,3349.0,343.7,2744.0,919.8,143.2,1092.55,218.3,3694.15,2460.0,1587.4,6871.85,599.05,1013.35,168.3,1259.35,3071.6,2659.25
1144.1,2592.35,1685.65,855.4,1965.9,2644.3,1066.85,2003.6,9134.95,106.55,841.2,1632.9,20097.9,3355.35,344.1,2739.45,913.6,142.9,1105.2,217.1,3747.45,2477.85,1602.8,6912.0,599.75,1018.65,169.95,1286.7,3083.05,2697.2
1152.85,2607.3,1708.5,858.65,1912.4,2656.65,1066.95,1996.55,9162.2,108.55,835.25,1619.0,20055.55,3332.6,345.25,2730.75,911.7,142.35,1103.9,216.0,3764.15,2457.5,1594.0,6964.55,600.85,1016.05,172.1,1291.7,3079.3,2675.5
1152.95,2619.05,1718.35,851.0,1922.8,2629.8,1065.35,1999.8,9152.35,108.7,821.9,1615.05,20065.2,3335.5,347.2,2688.4,894.95,139.25,1099.0,211.35,3726.0,2457.8,1585.3,6854.4,592.55,1016.9,171.45,1278.15,3053.2,2661.55
1140.0,2631.8,1719.25,850.7,1899.1,2651.8,1058.7,2011.1,9087.55,107.55,826.9,1611.15,20322.5,3315.95,356.35,2668.5,906.55,140.45,1090.65,214.05,3727.65,2503.05,1570.1,6813.2,601.3,1013.55,171.45,1287.1,3055.4,2651.7
1127.35,2572.5,1700.35,843.7,1912.15,2641.0,1021.1,1977.65,9097.25,104.7,825.75,1524.75,20175.3,3205.65,356.0,2712.5,910.7,139.85,1052.45,214.9,3724.6,2513.6,1501.95,6801.3,605.75,1010.65,172.1,1298.2,3045.15,2504.1
1149.0,2604.0,1752.7,873.7,1893.4,2718.1,1028.7,2003.5,9253.5,106.1,819.05,1508.35,20319.9,3216.05,360.7,2651.5,910.5,138.65,1053.45,218.75,3739.55,2508.8,1511.2,6903.5,615.55,1013.55,173.4,1337.55,3086.5,2503.5
1144.15,2606.6,1778.05,872.95,1882.6,2741.55,1053.5,2017.65,9333.3,106.7,822.7,1508.8,20480.25,3233.7,353.5,2621.05,917.5,138.55,1047.15,228.0,3769.85,2532.8,1507.45,6973.5,614.15,1028.35,175.85,1351.3,3103.55,2507.4
1152.7,2592.75,1800.7,868.1,1899.95,2769.7,1053.65,2015.1,9229.5,104.75,816.4,1497.15,20425.3,3217.4,353.6,2588.9,905.3,137.85,1045.35,226.15,3771.1,2520.35,1514.0,6893.05,593.95,1039.9,176.95,1338.3,3181.35,2486.65
1148.0,2555.15,1723.5,864.05,1900.15,2763.65,1052.85,2008.7,9239.1,102.0,818.65,1507.55,20423.45,3206.75,353.7,2646.35,908.65,136.4,1045.15,228.05,3773.5,2546.35,1530.75,6728.25,584.9,1044.2,178.15,1335.4,3141.3,2489.4
1138.2,2545.65,1710.4,863.55,1909.95,2728.45,1082.0,2013.3,9229.4,101.25,809.85,1514.2,20387.35,3241.7,354.65,2643.95,904.7,136.45,1045.2,233.3,3736.8,2518.3,1553.3,6779.9,573.85,1051.95,180.95,1352.35,3131.9,2508.0
1151.15,2529.85,1709.05,871.75,1909.2,2754.95,1070.9,2024.45,9454.6,101.2,835.55,1513.25,20589.95,3259.7,349.5,2673.15,908.6,135.15,1060.05,235.15,3732.7,2551.8,1573.0,6820.9,576.9,1036.6,181.8,1354.05,3159.4,2506.2
1142.65,2549.6,1687.5,906.0,1901.95,2761.5,1063.4,2023.1,9527.6,101.55,832.0,1496.7,20363.4,3193.15,348.7,2676.85,908.7,134.05,1041.15,228.15,3671.85,2550.7,1537.65,6714.95,573.8,1016.9,173.1,1348.6,3107.7,2469.8
1147.0,2526.15,1653.4,903.05,1884.25,2736.4,1048.95,1975.05,9492.55,101.6,816.85,1458.7,20282.45,3163.25,345.8,2649.85,907.85,133.7,1030.0,226.8,3670.7,2524.25,1513.25,6445.85,570.75,990.0,174.05,1311.65,3053.4,2400.45
1142.5,2451.15,1630.95,915.15,1865.0,2703.8,1075.85,1964.05,9041.95,104.2,817.1,1454.4,20133.25,3157.4,345.8,2610.75,924.4,131.8,1032.05,223.9,3622.3,2519.0,1523.95,6436.8,579.65,1011.65,170.65,1294.15,3043.45,2383.3
1137.45,2441.55,1658.55,902.85,1846.6,2670.3,1082.5,1949.1,9005.0,101.2,802.3,1450.9,20282.4,3162.1,346.3,2585.6,925.05,130.75,1026.5,218.5,3654.1,2505.4,1526.3,6415.7,578.55,991.55,169.35,1281.4,3084.9,2356.7
1145.85,2479.85,1701.8,909.45,1895.8,2683.9,1048.15,1909.75,8765.45,101.2,802.1,1461.05,20875.05,3161.7,347.7,2581.9,926.3,132.8,1031.6,218.85,3699.8,2573.1,1517.85,6394.6,570.5,987.0,166.95,1270.95,3121.65,2393.0
1142.25,2471.6,1684.45,900.4,1902.65,2665.65,1041.15,1876.75,8703.3,100.2,797.45,1438.6,20294.95,3137.4,345.6,2569.85,907.15,131.55,1027.2,217.3,3668.6,2653.9,1500.5,6362.9,560.85,977.7,165.05,1256.75,3092.4,2349.9
1159.95,2500.6,1725.7,825.85,1863.55,2631.5,1041.65,1904.15,8707.4,100.9,792.9,1448.8,20061.1,3157.3,349.7,2565.55,888.65,129.6,1017.4,217.5,3691.85,2600.9,1500.9,6302.3,555.4,980.35,166.95,1250.0,3140.9,2369.2
1218.4,2493.9,1698.8,829.85,1869.35,2644.55,1019.2,1904.9,8719.35,100.05,783.4,1458.65,19739.1,3121.85,346.35,2541.2,892.1,127.8,995.65,213.9,3655.85,2583.0,1485.45,6398.4,553.4,976.9,164.05,1248.4,3212.75,2381.8
1223.25,2451.25,1726.25,816.35,1859.7,2641.1,1019.4,1918.1,8807.35,100.65,783.15,1443.85,19387.85,3144.7,340.3,2562.0,896.9,128.7,1009.2,212.35,3611.3,2602.25,1503.7,6346.75,562.45,978.35,166.95,1253.8,3225.85,2331.65
1199.65,2408.75,1719.25,814.15,1858.15,2625.0,1023.25,1883.2,8723.8,99.55,766.0,1446.55,18920.15,3111.75,332.25,2553.7,885.2,127.8,994.6,211.85,3629.0,2590.55,1489.95,6271.5,543.65,980.0,168.45,1230.0,3197.6,2349.25
1181.6,2370.7,1688.3,800.5,1834.0,2617.8,1019.85,1911.6,8617.3,100.1,765.95,1439.0,18928.0,3099.15,332.1,2535.9,870.25,127.6,1002.55,212.65,3570.5,2575.8,1474.25,6192.0,527.2,976.3,165.1,1230.3,3185.5,2343.5
1184.25,2382.8,1681.75,802.0,1801.5,2598.65,1012.95,1876.15,8649.55,100.1,768.9,1393.6,18763.65,3103.3,328.65,2546.45,853.6,129.85,982.1,213.95,3604.8,2566.4,1419.9,6181.75,521.45,968.4,164.75,1248.2,3209.0,2283.25
1189.05,2375.25,1694.65,808.7,1810.2,2621.35,1015.9,1911.25,8686.6,100.55,775.55,1409.8,18725.4,3100.75,330.1,2550.05,868.35,131.35,952.0,215.55,3624.5,2591.35,1428.7,6177.7,533.8,955.55,165.0,1247.9,3248.2,2301.75
1164.6,2357.9,1672.65,785.55,1787.9,2624.5,1004.85,1878.95,8684.15,100.35,780.3,1400.65,18449.95,3069.55,326.3,2548.15,870.6,131.1,938.6,208.35,3528.75,2550.65,1423.8,6076.75,527.4,944.75,161.05,1229.55,3298.7,2271.25
1210.3,2405.8,1684.4,776.85,1808.25,2680.1,1029.35,1909.65,8862.4,103.2,792.35,1415.0,19119.05,3118.55,327.85,2570.5,881.75,133.25,963.25,208.95,3616.95,2605.6,1462.65,6149.9,530.75,946.05,163.95,1243.0,3277.95,2298.5
1213.4,2432.35,1699.0,755.7,1825.4,2730.5,1023.85,1924.55,8779.1,103.3,793.1,1430.8,19321.0,3064.9,334.1,2624.95,882.55,134.05,957.7,209.4,3603.55,2599.7,1451.2,6203.5,530.2,955.15,164.3,1238.85,3343.7,2326.9
1200.9,2422.1,1710.55,755.1,1818.9,2592.85,1031.3,1912.95,8703.0,103.55,788.6,1437.0,19300.15,3101.95,336.65,2646.1,885.45,132.65,964.55,206.3,3594.65,2614.0,1455.15,6287.25,537.3,953.9,162.9,1256.9,3328.95,2316.1
1219.25,2413.2,1701.15,742.8,1822.25,2585.1,1028.3,1871.55,8690.5,101.15,808.7,1453.0,19251.85,3091.15,332.85,2621.8,867.65,133.9,946.0,208.45,3579.6,2667.95,1429.4,6307.55,532.7,944.55,162.55,1260.35,3337.75,2349.45
1156.25,2369.5,1646.6,722.75,1783.9,2574.2,1005.5,1819.3,8547.0,98.35,803.35,1413.2,18992.6,2984.95,324.4,2525.55,848.35,132.4,930.25,210.8,3515.35,2622.5,1393.75,6242.55,519.75,944.5,160.35,1251.35,3302.9,2283.05
